食 品 群,食 品 番 号,索 引 番 号,可  食  部   100  g  当  た  り,,,,,可  食  部   100  g  当  た  り,,備  考
06,06391,0674,（トマト類） 黄色トマト 果実 生,-,1.3,310,6,28,0,"廃棄部位： へた
硝酸イオン： 0 g
食物繊維：AOAC2011.25法"
06,06370,0675,（トマト類） ドライトマト,(0),21.7,3200,110,15,0.3,硝酸イオン： 0 g
06,06184,0676,（トマト類） 加工品 ホール 食塩無添加,(0),1.3,240,9,10,0,"別名： トマト水煮缶詰
液汁を除いたもの
硝酸イオン： (0) g"
06,06185,0677,（トマト類） 加工品 トマトジュース 食塩添加,(0),0.7,260,6,6,0.3,"果汁100  %
硝酸イオン： (0) g
(100 g：97mL、100 mL：103g)"
06,06340,0678,（トマト類） 加工品 トマトジュース 食塩無添加,(0),0.7,260,6,6,0,"果汁100  %
硝酸イオン： (0) g
(100 g：97mL、100 mL：103g)"
06,06186,0679,（トマト類） 加工品 ミックスジュース 食塩添加,(0),0.7,200,11,3,0.2,"原材料： トマト、にんじん、セロリ等
(100 g：97mL、100 mL：103g)"
06,06341,0680,（トマト類） 加工品 ミックスジュース 食塩無添加,(0),0.7,200,11,3,0,"原材料： トマト、にんじん、セロリ等
(100 g：97mL、100 mL：103g)"
06,06187,0681,トレビス 葉 生,(0),2.0,290,21,6,0,"別名： トレビッツ、あかめチコリ、レッドチコリ
廃棄部位： しん
硝酸イオン： Tr"
06,06188,0682,とんぶり ゆで,(0),7.1,190,15,1,0,"ほうきぎ（ほうきぐさ）の種子
別名： ずぶし、ねんどう
硝酸イオン： Tr"
06,06189,0683,ながさきはくさい 葉 生,(0),2.2,300,140,88,0.1,"別名： とうな、とうじんな、ちりめんはくさい
廃棄部位： 株元
硝酸イオン： 0.3 g"
06,06190,0684,ながさきはくさい 葉 ゆで,(0),2.4,120,120,23,0,"別名： とうな、とうじんな、ちりめんはくさい
廃棄部位： 株元
ゆでた後水冷し、手搾りしたもの
硝酸イオン： 0.3 g"
06,06191,0685,（なす類） なす 果実 生,1,2.2,220,18,4,0,"廃棄部位： へた
硝酸イオン： Tr"
06,06192,0686,（なす類） なす 果実 ゆで,Tr,2.1,180,20,1,0,"へたを除いたもの
硝酸イオン： Tr"
06,06342,0687,（なす類） なす 果実 油いため,(Tr),2.6,290,22,2,0,"へたを除いたもの
植物油（なたね油）
調理による脂質の増減：第1章表14参照
硝酸イオン： Tr"
06,06343,0688,（なす類） なす 果実 天ぷら,1,1.9,200,31,2,0.1,"へたを除いたもの
硝酸イオン： Tr
調理による脂質の増減：第1章表13参照"
06,06193,0689,（なす類） べいなす 果実 生,(0),2.4,220,10,6,0,"別名： 洋なす
廃棄部位： へた及び果皮
硝酸イオン： Tr"
06,06194,0690,（なす類） べいなす 果実 素揚げ,(0),1.8,220,10,2,0,"別名： 洋なす
廃棄部位： へた及び果皮
植物油（調合油）
硝酸イオン： 0 g"
06,06195,0691,（なす類） 漬物 塩漬,(0),2.7,260,18,7,2.2,"水洗いし、水切りしたもの
硝酸イオン： (Tr)"
06,06196,0692,（なす類） 漬物 ぬかみそ漬,(0),2.7,430,21,8,2.5,"水洗いし、水切りしたもの
廃棄率： へたつきの場合10%
硝酸イオン： (Tr)"
06,06197,0693,（なす類） 漬物 こうじ漬,(0),4.2,210,65,0,6.6,硝酸イオン： (Tr)
06,06198,0694,（なす類） 漬物 からし漬,(0),4.2,72,71,87,4.8,硝酸イオン： 0 g
06,06199,0695,（なす類） 漬物 しば漬,(0),4.4,50,30,0,4.1,"市販品の液汁を除いたもの
硝酸イオン： 0.1 g"
06,06200,0696,なずな 葉 生,(0),5.4,440,290,110,0,"別名： ぺんぺんぐさ、三味線草
廃棄部位： 株元
硝酸イオン： 0.1 g"
06,06201,0697,（なばな類） 和種なばな 花らい・茎 生,(0),4.2,390,160,130,0,"別名： なのはな、しんつみな、かぶれな
硝酸イオン： Tr"
06,06202,0698,（なばな類） 和種なばな 花らい・茎 ゆで,(0),4.3,170,140,44,0,"別名： なのはな、しんつみな、かぶれな
ゆでた後水冷し、手搾りしたもの
硝酸イオン： Tr"
06,06203,0699,（なばな類） 洋種なばな 茎葉 生,(0),3.7,410,97,110,0,"別名： なのはな、しんつみな、かぶれな
硝酸イオン： 0.1 g"
06,06204,0700,（なばな類） 洋種なばな 茎葉 ゆで,(0),4.1,210,95,55,0,"別名： なのはな、しんつみな、かぶれな
ゆでた後水冷し、手搾りしたもの
硝酸イオン： Tr"
06,06205,0701,にがうり 果実 生,(0),2.6,260,14,76,0,"別名： つるれいし、ゴーヤ
廃棄部位： 両端、わた及び種子
硝酸イオン： Tr"
06,06206,0702,にがうり 果実 油いため,(0),2.8,260,14,75,0,"別名： つるれいし、ゴーヤ
両端、わた及び種子を除いたもの
植物油（調合油）
調理による脂質の増減：第1章表14参照
硝酸イオン： (Tr)"
06,06207,0703,（にら類） にら 葉 生,Tr,2.7,510,48,19,0,"廃棄部位： 株元
硝酸イオン： 0.3 g"
06,06208,0704,（にら類） にら 葉 ゆで,Tr,4.3,400,51,11,0,"株元を除いたもの
ゆでた後水冷し、手搾りしたもの
硝酸イオン： 0.3 g"
06,06344,0705,（にら類） にら 葉 油いため,(Tr),3.5,600,48,21,0,"株元を除いたもの
植物油（なたね油）
調理による脂質の増減：第1章表14参照
硝酸イオン： 0.4 g"
06,06209,0706,（にら類） 花にら 花茎・花らい 生,(0),2.8,250,22,23,0,"廃棄部位： 花茎基部
硝酸イオン： Tr"
06,06210,0707,（にら類） 黄にら 葉 生,(0),2.0,180,15,15,0,硝酸イオン： Tr
06,06211,0708,（にんじん類） 葉にんじん 葉 生,(0),2.7,510,92,22,0.1,"試料： 水耕栽培品
別名： にんじんな
廃棄部位： 株元
硝酸イオン： 0.4 g"
06,06212,0709,（にんじん類） にんじん 根 皮つき 生,(0),2.8,300,28,6,0.1,"廃棄部位： 根端及び葉柄基部
硝酸イオン： 0 g"
06,06213,0710,（にんじん類） にんじん 根 皮つき ゆで,(0),3.0,270,32,4,0.1,"根端及び葉柄基部を除いたもの
硝酸イオン： 0 g"
06,06214,0711,（にんじん類） にんじん 根 皮なし 生,(0),2.8,300,24,4,0.1,"廃棄部位： 根端、葉柄基部及び皮
硝酸イオン ： 0 g
食物繊維：AOAC2011.25法
"
06,06215,0712,（にんじん類） にんじん 根 皮なし ゆで,(0),2.8,240,29,4,0.1,"根端、葉柄基部及び皮を除いたもの
硝酸イオン： 0 g"
06,06345,0713,（にんじん類） にんじん 根 皮なし 油いため,(Tr),3.1,400,35,5,0.1,"根端、葉柄基部及び皮を除いたもの
植物油（なたね油）
調理による脂質の増減：第1章表14参照
硝酸イオン： 0 g"
06,06346,0714,（にんじん類） にんじん 根 皮なし 素揚げ,0,1.1,380,36,6,0.1,"別名： フライドキャロット
根端、葉柄基部及び皮を除いたもの
植物油（なたね油）
硝酸イオン： 0 g"
06,06407,0714-1,（にんじん類） にんじん 根 皮なし カット 常法洗浄,-,2.7,210,26,3,0,"硝酸イオン： Tr
食物繊維：AOAC2011.25法"
06,06408,0714-2,（にんじん類） にんじん 根 皮なし カット 次亜塩素酸洗浄,-,2.6,200,27,3,0,"硝酸イオン： Tr
食物繊維：AOAC2011.25法"
06,06347,0715,（にんじん類） にんじん 根 皮 生,(0),3.8,630,45,4,0,硝酸イオン : 0 g
06,06216,0716,（にんじん類） にんじん 根 冷凍,(0),4.1,200,30,4,0.1,"硝酸イオン： Tr
食物繊維：AOAC2011.25法"
06,06380,0717,（にんじん類） にんじん 根 冷凍 ゆで,(0),3.5,130,31,1,0.1,"硝酸イオン： Tr
食物繊維：AOAC2011.25法"
06,06381,0718,（にんじん類） にんじん 根 冷凍 油いため,Tr,4.2,210,33,2,0.2,"植物油（なたね油）
調理による脂質の増減：第1章表14参照
硝酸イオン： Tr
食物繊維：AOAC2011.25法"
06,06348,0719,（にんじん類） にんじん グラッセ,5,2.6,240,26,2,1.0,硝酸イオン : Tr
06,06217,0720,（にんじん類） にんじん ジュース 缶詰,(0),0.2,280,10,1,0,硝酸イオン： (Tr)
06,06218,0721,（にんじん類） きんとき 根 皮つき 生,(0),3.9,540,37,8,0,"別名： きょうにんじん
廃棄部位： 根端及び葉柄基部
硝酸イオン： Tr"
06,06219,0722,（にんじん類） きんとき 根 皮つき ゆで,(0),4.3,470,39,6,0,"別名： きょうにんじん
根端及び葉柄基部を除いたもの
硝酸イオン： Tr"
06,06220,0723,（にんじん類） きんとき 根 皮なし 生,(0),3.6,520,34,8,0,"別名： きょうにんじん
廃棄部位： 根端、葉柄基部及び皮
硝酸イオン： Tr"
06,06221,0724,（にんじん類） きんとき 根 皮なし ゆで,(0),4.1,480,38,8,0,"別名： きょうにんじん
根端、葉柄基部及び皮を除いたもの
硝酸イオン： Tr"
06,06409,0724-1,（にんじん類） 島にんじん 根 皮なし 生,-,3.9,420,34,14,0.1,"廃棄部位： 根端、葉柄基部及び皮
硝酸イオン： Tr
食物繊維：AOAC2011.25法"
06,06222,0725,（にんじん類） ミニキャロット 根 生,(0),2.7,340,30,4,0,"廃棄部位： 根端及び葉柄基部
硝酸イオン： Tr"
06,06223,0726,（にんにく類） にんにく りん茎 生,(0),6.2,510,14,12,0,"廃棄部位： 茎、りん皮及び根盤部
硝酸イオン： 0 g"
06,06349,0727,（にんにく類） にんにく りん茎 油いため,(0),6.8,610,18,10,0,"茎、りん皮及び根盤部を除いたもの
植物油（なたね油）
調理による脂質の増減：第1章表14参照
硝酸イオン： 0 g"
06,06224,0728,（にんにく類） 茎にんにく 花茎 生,(0),3.8,160,45,45,0,"別名： にんにくの芽
硝酸イオン： Tr"
06,06225,0729,（にんにく類） 茎にんにく 花茎 ゆで,(0),3.8,160,40,39,0,"別名： にんにくの芽
ゆでた後水冷し、水切りしたもの
硝酸イオン： Tr"
06,06226,0730,（ねぎ類） 根深ねぎ 葉 軟白 生,2,2.5,200,36,14,0,"別名： 長ねぎ
廃棄部位： 株元及び緑葉部
硝酸イオン： Tr"
06,06350,0731,（ねぎ類） 根深ねぎ 葉 軟白 ゆで,-,2.5,150,28,10,0,"別名： 長ねぎ
株元及び緑葉部を除いたもの
硝酸イオン： Tr"
06,06351,0732,（ねぎ類） 根深ねぎ 葉 軟白 油いため,-,2.7,220,35,15,0,"別名： 長ねぎ
株元及び緑葉部を除いたもの
植物油（なたね油）
調理による脂質の増減：第1章表14参照
硝酸イオン： Tr"
06,06227,0733,（ねぎ類） 葉ねぎ 葉 生,(0),3.2,260,80,32,0,"別名： 青ねぎ
廃棄部位： 株元
硝酸イオン： 0.1 g"
06,06352,0734,（ねぎ類） 葉ねぎ 葉 油いため,(0),3.9,310,95,43,0,"別名： 青ねぎ
株元を除いたもの
植物油（なたね油）
調理による脂質の増減：第1章表14参照
硝酸イオン： 0.1 g"
06,06410,0734-1,（ねぎ類） 九条ねぎ 葉 生,-,3.3,240,69,27,0,"廃棄部位： 株元
硝酸イオン： 0.1g
食物繊維：AOAC2011.25法"
06,06228,0735,（ねぎ類） こねぎ 葉 生,(0),2.5,320,100,44,0,"万能ねぎ等を含む
廃棄部位： 株元
硝酸イオン： 0.1 g"
06,06411,0735-1,（ねぎ類） めねぎ 葉 生,-,1.8,240,67,12,0,"硝酸イオン： 0.2g
食物繊維：AOAC2011.25法"
06,06229,0736,のざわな 葉 生,(0),2.0,390,130,41,0.1,"廃棄部位： 株元
硝酸イオン： 0.4 g"
06,06230,0737,のざわな 漬物 塩漬,(0),2.5,300,130,27,1.5,"廃棄部位： 株元
水洗いし、手搾りしたもの
硝酸イオン： 0.4 g"
06,06231,0738,のざわな 漬物 調味漬,(0),3.1,360,94,26,2.4,"廃棄部位： 株元
硝酸イオン： 0.2 g"
06,06232,0739,のびる りん茎葉 生,(0),6.9,590,100,60,0,"廃棄部位： 根
硝酸イオン： Tr"
06,06233,0740,はくさい 結球葉 生,(0),1.3,220,43,19,0,"廃棄部位： 株元
硝酸イオン： 0.1 g"
06,06234,0741,はくさい 結球葉 ゆで,(0),1.4,160,43,10,0,"廃棄部位： 株元
ゆでた後水冷し、手搾りしたもの
硝酸イオン： 0.2 g"
06,06235,0742,はくさい 漬物 塩漬,(0),1.8,240,39,29,2.1,"廃棄部位： 株元
液汁を除いたもの
硝酸イオン：0.1 g"
06,06236,0743,はくさい 漬物 キムチ,(0),2.2,290,50,15,2.9,硝酸イオン： 0.2 g
06,06237,0744,パクチョイ 葉 生,(0),1.8,450,100,45,0,"別名： パイゲンサイ
廃棄部位： 株元
硝酸イオン： 0.4 g"
06,06238,0745,バジル 葉 生,(0),4.0,420,240,16,0,"別名： バジリコ、スイートバジル
廃棄部位： 茎及び穂
硝酸イオン： 0.4 g"
06,06239,0746,パセリ 葉 生,(0),6.8,1000,290,120,0,"別名： オランダぜり
廃棄部位： 茎
硝酸イオン： 0.2 g"
06,06240,0747,はつかだいこん 根 生,(0),1.2,220,21,19,0,"別名： ラディッシュ
試料： 赤色球形種
廃棄部位： 根端、葉及び葉柄基部
硝酸イオン： 0.3 g"
06,06392,0748,はなっこりー 生,-,3.1,380,51,90,0,"硝酸イオン： Tr
食物繊維：AOAC2011.25"
06,06241,0749,はやとうり 果実 白色種 生,(0),1.2,170,12,11,0,"別名： せんなりうり
廃棄部位： 種子
硝酸イオン： Tr"
06,06242,0750,はやとうり 果実 白色種 塩漬,(0),1.6,110,8,9,3.6,"別名： せんなりうり
水洗いし、水切りしたもの
硝酸イオン： Tr"
06,06353,0751,はやとうり 果実 緑色種 生,(0),1.2,170,12,11,0,"別名： せんなりうり
廃棄部位： 種子
硝酸イオン： Tr"
06,06243,0752,ビーツ 根 生,(0),2.7,460,12,5,0.1,"別名： ビート、ビートルート、レッドビート、テーブルビート、かえんさい
廃棄部位： 根端、皮及び葉柄基部
硝酸イオン： 0.3 g"
06,06244,0753,ビーツ 根 ゆで,(0),2.9,420,15,3,0.1,"別名： ビート、ビートルート、レッドビート、テーブルビート、かえんさい
根端及び葉柄基部を除いたもの
廃棄部位： 皮
硝酸イオン： 0.3 g"
06,06245,0754,（ピーマン類） 青ピーマン 果実 生,0,2.3,190,11,76,0,"廃棄部位： へた、しん及び種子
硝酸イオン： Tr"
06,06246,0755,（ピーマン類） 青ピーマン 果実 油いため,0,2.4,200,11,79,0,"へた、しん及び種子を除いたもの
植物油（調合油）
調理による脂質の増減：第1章表14参照
硝酸イオン： (Tr)"
06,06247,0756,（ピーマン類） 赤ピーマン 果実 生,(0),1.6,210,7,170,0,"別名： パプリカ
廃棄部位： へた、しん及び種子
硝酸イオン： 0 g"
06,06248,0757,（ピーマン類） 赤ピーマン 果実 油いため,(0),1.6,220,7,180,0,"別名： パプリカ
へた、しん及び種子を除いたもの
植物油（調合油）
調理による脂質の増減：第1章表14参照
硝酸イオン： (0) g"
06,06393,0758,（ピーマン類） オレンジピーマン 果実 生,-,1.8,230,5,150,0,"別名： パプリカ
廃棄部位： へた、しん及び種子
食物繊維：AOAC2011.25法
硝酸イオン：0ｇ"
06,06394,0759,（ピーマン類） オレンジピーマン 果実 油いため,-,-,270,5,170,0,"別名： パプリカ
へた、しん及び種子を除いたもの
植物油（なたね油）
調理による脂質の増減：第1章表14参照
硝酸イオン：0ｇ"
06,06249,0760,（ピーマン類） 黄ピーマン 果実 生,(0),1.3,200,8,150,0,"別名： パプリカ、キングベル
廃棄部位： へた、しん及び種子
硝酸イオン： 0 g"
06,06250,0761,（ピーマン類） 黄ピーマン 果実 油いため,(0),1.3,210,8,160,0,"別名： パプリカ、キングベル
へた、しん及び種子を除いたもの
植物油（調合油）： 4.1 g
調理による脂質の増減：第1章表14参照
硝酸イオン： (0) g"
06,06251,0762,（ピーマン類） トマピー 果実 生,(0),1.6,210,8,200,0,"別名： ミニパプリカ
廃棄部位： へた、しん及び種子
硝酸イオン： 0 g"
06,06252,0763,ひのな 根・茎葉 生,(0),3.0,480,130,52,0,"別名： えびな
廃棄部位： 根端
硝酸イオン： 0.5 g"
06,06253,0764,ひのな 根・茎葉 甘酢漬,(0),4.7,550,130,39,2.8,"別名： えびな
硝酸イオン： 0.5 g"
06,06254,0765,ひろしまな 葉 生,(0),2.4,550,200,49,0.1,"別名： ひらぐきな、ひらぐき
廃棄部位： 株元
硝酸イオン： 0.3 g"
06,06255,0766,ひろしまな 塩漬,(0),2.4,120,74,15,2.1,"別名： ひらぐきな、ひらぐき
廃棄部位： 株元
市販品の液汁を除いたもの
ビタミンC： 酸化防止用として添加品あり
硝酸イオン： 0.1 g"
06,06256,0767,（ふき類） ふき 葉柄 生,(0),1.3,330,40,2,0.1,"廃棄部位： 葉、表皮及び葉柄基部
硝酸イオン： 0.2 g"
06,06257,0768,（ふき類） ふき 葉柄 ゆで,(0),1.1,230,34,0,0.1,"葉及び葉柄基部を除いたもの
ゆでた後水冷し、水切りしたもの
廃棄部位： 表皮
硝酸イオン： Tr"
06,06258,0769,（ふき類） ふきのとう 花序 生,(0),6.4,740,61,14,0,"廃棄部位： 花茎
硝酸イオン： 0 g"
06,06259,0770,（ふき類） ふきのとう 花序 ゆで,(0),4.2,440,46,3,0,"花茎を除いたもの
硝酸イオン： 0 g"
06,06260,0771,ふじまめ 若ざや 生,(0),4.4,300,43,13,0,"別名： いんげんまめ（関西）、せんごくまめ、あじまめ
廃棄部位： すじ及び両端
硝酸イオン： Tr"
06,06261,0772,ふだんそう 葉 生,(0),3.3,1200,75,19,0.2,"別名： 唐ぢしゃ
硝酸イオン： 0.1 g"
06,06262,0773,ふだんそう 葉 ゆで,(0),3.8,760,130,7,0.2,"別名： 唐ぢしゃ
ゆでた後水冷し、手搾りしたもの
硝酸イオン： 0.1 g"
06,06263,0774,ブロッコリー 花序 生,0,5.1,460,50,140,0,"廃棄部位： 茎葉
硝酸イオン：Ｔｒ"
06,06264,0775,ブロッコリー 花序 ゆで,0,4.3,210,41,55,0,"茎葉を除いたもの
硝酸イオン：Tr"
06,06395,0776,ブロッコリー 花序 電子レンジ調理,-,-,500,54,140,0,"茎葉を除いたもの
硝酸イオン：Tr"
